"ResponseId","study","level","competence","warm","category"
"R_1LG5TP6iB34k34q","wrigth","catholic",20,0,"religion"
"R_1LG5TP6iB34k34q","wrigth","evang",50,60,"religion"
"R_1LG5TP6iB34k34q","wrigth","jewish",60,30,"religion"
"R_1LG5TP6iB34k34q","wrigth","pagan",40,40,"religion"
"R_1LG5TP6iB34k34q","wrigth","muslim",55,0,"religion"
"R_1LG5TP6iB34k34q","wrigth","wallonian",30,40,"religion"
"R_1LG5TP6iB34k34q","wrigth","control",60,0,"religion"
"R_XXpAGk0709sIjeh","wrigth","atheist",25,23,"religion"
"R_XXpAGk0709sIjeh","wrigth","catholic",100,100,"religion"
"R_XXpAGk0709sIjeh","wrigth","evang",100,100,"religion"
"R_XXpAGk0709sIjeh","wrigth","jewish",64,61,"religion"
"R_XXpAGk0709sIjeh","wrigth","pagan",20,18,"religion"
"R_XXpAGk0709sIjeh","wrigth","muslim",42,40,"religion"
"R_XXpAGk0709sIjeh","wrigth","wallonian",71,69,"religion"
"R_XXpAGk0709sIjeh","wrigth","control",84,82,"religion"
"R_3Jr8ASMTt9BZ5TV","wrigth","atheist",37,31,"religion"
"R_3Jr8ASMTt9BZ5TV","wrigth","catholic",57,78,"religion"
"R_3Jr8ASMTt9BZ5TV","wrigth","evang",59,54,"religion"
"R_3Jr8ASMTt9BZ5TV","wrigth","jewish",65,24,"religion"
"R_3Jr8ASMTt9BZ5TV","wrigth","pagan",31,16,"religion"
"R_3Jr8ASMTt9BZ5TV","wrigth","muslim",51,19,"religion"
"R_3Jr8ASMTt9BZ5TV","wrigth","wallonian",58,42,"religion"
"R_3Jr8ASMTt9BZ5TV","wrigth","control",54,79,"religion"
"R_2f3TdrgVtPmYSQc","wrigth","atheist",71,49,"religion"
"R_2f3TdrgVtPmYSQc","wrigth","catholic",51,42,"religion"
"R_2f3TdrgVtPmYSQc","wrigth","evang",51,49,"religion"
"R_2f3TdrgVtPmYSQc","wrigth","jewish",64,44,"religion"
"R_2f3TdrgVtPmYSQc","wrigth","pagan",62,44,"religion"
"R_2f3TdrgVtPmYSQc","wrigth","muslim",63,40,"religion"
"R_2f3TdrgVtPmYSQc","wrigth","wallonian",47,47,"religion"
"R_2f3TdrgVtPmYSQc","wrigth","control",79,63,"religion"
"R_2EuhkfukceuqxfE","wrigth","atheist",50,45,"religion"
"R_2EuhkfukceuqxfE","wrigth","catholic",53,53,"religion"
"R_2EuhkfukceuqxfE","wrigth","evang",74,75,"religion"
"R_2EuhkfukceuqxfE","wrigth","jewish",52,51,"religion"
"R_2EuhkfukceuqxfE","wrigth","pagan",63,52,"religion"
"R_2EuhkfukceuqxfE","wrigth","muslim",63,48,"religion"
"R_2EuhkfukceuqxfE","wrigth","wallonian",62,55,"religion"
"R_2EuhkfukceuqxfE","wrigth","control",79,67,"religion"
"R_3Kr8sDhdGySURAK","wrigth","atheist",30,20,"religion"
"R_3Kr8sDhdGySURAK","wrigth","catholic",50,60,"religion"
"R_3Kr8sDhdGySURAK","wrigth","evang",46,40,"religion"
"R_3Kr8sDhdGySURAK","wrigth","jewish",50,70,"religion"
"R_3Kr8sDhdGySURAK","wrigth","pagan",0,0,"religion"
"R_3Kr8sDhdGySURAK","wrigth","muslim",45,25,"religion"
"R_3Kr8sDhdGySURAK","wrigth","wallonian",30,40,"religion"
"R_3Kr8sDhdGySURAK","wrigth","control",90,80,"religion"
"R_3Hjgfyqv6dVfuBZ","wrigth","atheist",54,43,"religion"
"R_3Hjgfyqv6dVfuBZ","wrigth","catholic",93,88,"religion"
"R_3Hjgfyqv6dVfuBZ","wrigth","evang",80,82,"religion"
"R_3Hjgfyqv6dVfuBZ","wrigth","jewish",85,88,"religion"
"R_3Hjgfyqv6dVfuBZ","wrigth","pagan",87,89,"religion"
"R_3Hjgfyqv6dVfuBZ","wrigth","muslim",89,89,"religion"
"R_3Hjgfyqv6dVfuBZ","wrigth","wallonian",84,89,"religion"
"R_3Hjgfyqv6dVfuBZ","wrigth","control",80,81,"religion"
"R_2rBkHyqtYnBOicv","wrigth","atheist",50,27,"religion"
"R_2rBkHyqtYnBOicv","wrigth","catholic",71,72,"religion"
"R_2rBkHyqtYnBOicv","wrigth","evang",85,88,"religion"
"R_2rBkHyqtYnBOicv","wrigth","jewish",64,56,"religion"
"R_2rBkHyqtYnBOicv","wrigth","pagan",90,86,"religion"
"R_2rBkHyqtYnBOicv","wrigth","muslim",54,36,"religion"
"R_2rBkHyqtYnBOicv","wrigth","wallonian",62,90,"religion"
"R_2rBkHyqtYnBOicv","wrigth","control",88,79,"religion"
"R_1rvrcmDKwS0IsE2","wrigth","atheist",0,0,"religion"
"R_1rvrcmDKwS0IsE2","wrigth","catholic",89,81,"religion"
"R_1rvrcmDKwS0IsE2","wrigth","evang",71,50,"religion"
"R_1rvrcmDKwS0IsE2","wrigth","jewish",96,0,"religion"
"R_1rvrcmDKwS0IsE2","wrigth","pagan",15,41,"religion"
"R_1rvrcmDKwS0IsE2","wrigth","muslim",15,0,"religion"
"R_1rvrcmDKwS0IsE2","wrigth","wallonian",63,59,"religion"
"R_1rvrcmDKwS0IsE2","wrigth","control",100,90,"religion"
"R_3nxxe9N9fevQtnb","wrigth","atheist",92,81,"religion"
"R_3nxxe9N9fevQtnb","wrigth","catholic",86,91,"religion"
"R_3nxxe9N9fevQtnb","wrigth","evang",78,90,"religion"
"R_3nxxe9N9fevQtnb","wrigth","jewish",97,84,"religion"
"R_3nxxe9N9fevQtnb","wrigth","pagan",78,80,"religion"
"R_3nxxe9N9fevQtnb","wrigth","muslim",82,80,"religion"
"R_3nxxe9N9fevQtnb","wrigth","wallonian",75,86,"religion"
"R_3nxxe9N9fevQtnb","wrigth","control",86,88,"religion"
"R_6SfXhBAfwxugKFr","wrigth","atheist",39,39,"religion"
"R_6SfXhBAfwxugKFr","wrigth","catholic",62,47,"religion"
"R_6SfXhBAfwxugKFr","wrigth","evang",43,46,"religion"
"R_6SfXhBAfwxugKFr","wrigth","jewish",63,53,"religion"
"R_6SfXhBAfwxugKFr","wrigth","pagan",25,29,"religion"
"R_6SfXhBAfwxugKFr","wrigth","muslim",54,48,"religion"
"R_6SfXhBAfwxugKFr","wrigth","wallonian",55,49,"religion"
"R_6SfXhBAfwxugKFr","wrigth","control",62,58,"religion"
"R_3KAZVKldTC2T5g5","wrigth","atheist",82,76,"religion"
"R_3KAZVKldTC2T5g5","wrigth","catholic",70,31,"religion"
"R_3KAZVKldTC2T5g5","wrigth","evang",41,14,"religion"
"R_3KAZVKldTC2T5g5","wrigth","jewish",75,57,"religion"
"R_3KAZVKldTC2T5g5","wrigth","pagan",81,78,"religion"
"R_3KAZVKldTC2T5g5","wrigth","muslim",83,79,"religion"
"R_3KAZVKldTC2T5g5","wrigth","wallonian",80,42,"religion"
"R_3KAZVKldTC2T5g5","wrigth","control",86,68,"religion"
"R_25R6ieOvcKkp1N9","wrigth","atheist",3,3,"religion"
"R_25R6ieOvcKkp1N9","wrigth","catholic",98,98,"religion"
"R_25R6ieOvcKkp1N9","wrigth","evang",95,94,"religion"
"R_25R6ieOvcKkp1N9","wrigth","jewish",83,67,"religion"
"R_25R6ieOvcKkp1N9","wrigth","pagan",9,9,"religion"
"R_25R6ieOvcKkp1N9","wrigth","muslim",73,73,"religion"
"R_25R6ieOvcKkp1N9","wrigth","wallonian",36,15,"religion"
"R_25R6ieOvcKkp1N9","wrigth","control",86,67,"religion"
"R_8wW20NgeShpLMyd","wrigth","atheist",33,26,"religion"
"R_8wW20NgeShpLMyd","wrigth","catholic",27,21,"religion"
"R_8wW20NgeShpLMyd","wrigth","evang",50,45,"religion"
"R_8wW20NgeShpLMyd","wrigth","jewish",26,15,"religion"
"R_8wW20NgeShpLMyd","wrigth","pagan",30,29,"religion"
"R_8wW20NgeShpLMyd","wrigth","muslim",73,72,"religion"
"R_8wW20NgeShpLMyd","wrigth","wallonian",91,81,"religion"
"R_8wW20NgeShpLMyd","wrigth","control",74,71,"religion"
"R_3CTbBzCzwhaMlVl","wrigth","atheist",50,50,"religion"
"R_3CTbBzCzwhaMlVl","wrigth","catholic",80,70,"religion"
"R_3CTbBzCzwhaMlVl","wrigth","evang",50,70,"religion"
"R_3CTbBzCzwhaMlVl","wrigth","jewish",70,60,"religion"
"R_3CTbBzCzwhaMlVl","wrigth","pagan",60,70,"religion"
"R_3CTbBzCzwhaMlVl","wrigth","muslim",30,50,"religion"
"R_3CTbBzCzwhaMlVl","wrigth","wallonian",50,70,"religion"
"R_3CTbBzCzwhaMlVl","wrigth","control",85,70,"religion"
"R_3HNclmGv9D0cDVw","wrigth","atheist",50,35,"religion"
"R_3HNclmGv9D0cDVw","wrigth","catholic",60,60,"religion"
"R_3HNclmGv9D0cDVw","wrigth","evang",55,60,"religion"
"R_3HNclmGv9D0cDVw","wrigth","jewish",70,45,"religion"
"R_3HNclmGv9D0cDVw","wrigth","pagan",10,0,"religion"
"R_3HNclmGv9D0cDVw","wrigth","muslim",10,10,"religion"
"R_3HNclmGv9D0cDVw","wrigth","wallonian",50,50,"religion"
"R_3HNclmGv9D0cDVw","wrigth","control",65,50,"religion"
"R_2BbXqWHhYwhbYn6","wrigth","atheist",80,50,"religion"
"R_2BbXqWHhYwhbYn6","wrigth","catholic",60,75,"religion"
"R_2BbXqWHhYwhbYn6","wrigth","evang",60,60,"religion"
"R_2BbXqWHhYwhbYn6","wrigth","jewish",80,60,"religion"
"R_2BbXqWHhYwhbYn6","wrigth","pagan",30,50,"religion"
"R_2BbXqWHhYwhbYn6","wrigth","muslim",45,40,"religion"
"R_2BbXqWHhYwhbYn6","wrigth","wallonian",65,65,"religion"
"R_2BbXqWHhYwhbYn6","wrigth","control",75,65,"religion"
"R_1etmOFEg5u3hHZd","yemane","albania",61,75,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","bulgaria",69,63,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","china",34,48,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","cuba",57,54,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","egypt",62,76,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","elsalvador",70,55,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","ethiopia",82,89,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","france",60,68,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","germany",74,69,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","greece",47,63,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","india",58,72,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","indonesia",68,71,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","iran",41,41,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","iraq",62,74,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","italy",40,32,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","japan",37,36,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","lebanon",79,81,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","mexico",82,82,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","morocco",72,74,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","netherlands",47,34,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","nigeria",42,44,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","norway",68,66,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","pakistan",64,65,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","philippines",50,57,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","poland",78,73,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","puertorico ",71,73,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","romania",73,69,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","russia",51,41,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","southkorea",54,66,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","spain",53,53,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","turkey",79,81,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","uganda",58,51,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","vietnam",69,75,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","1.5generation",40,34,"race and national origin"
"R_1etmOFEg5u3hHZd","yemane","2generation",50,37,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","albania",59,50,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","bulgaria",76,69,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","china",97,68,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","cuba",87,92,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","egypt",65,77,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","elsalvador",45,90,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","ethiopia",68,52,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","france",38,42,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","germany",98,57,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","greece",62,94,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","india",100,74,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","indonesia",85,83,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","iran",100,74,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","iraq",67,43,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","italy",38,97,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","japan",99,70,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","lebanon",48,34,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","mexico",54,91,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","morocco",53,66,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","netherlands",75,100,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","nigeria",76,89,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","norway",48,66,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","pakistan",68,44,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","philippines",40,62,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","poland",93,81,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","puertorico ",38,82,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","romania",67,66,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","russia",97,70,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","southkorea",85,68,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","spain",45,89,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","turkey",71,57,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","uganda",37,75,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","vietnam",88,57,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","1.5generation",87,78,"race and national origin"
"R_2uybwOAsiL63Ukf","yemane","2generation",93,94,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","albania",87,28,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","bulgaria",80,31,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","china",91,34,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","cuba",78,42,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","egypt",69,46,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","elsalvador",75,77,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","ethiopia",64,45,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","france",88,25,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","germany",78,22,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","greece",72,59,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","india",86,42,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","indonesia",75,40,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","iran",85,47,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","iraq",86,40,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","italy",67,34,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","japan",86,36,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","lebanon",73,58,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","mexico",73,38,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","morocco",62,39,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","netherlands",72,29,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","nigeria",83,77,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","norway",82,38,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","pakistan",79,51,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","philippines",88,37,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","poland",75,38,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","puertorico ",70,42,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","romania",85,25,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","russia",81,22,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","southkorea",90,35,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","spain",70,49,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","turkey",77,42,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","uganda",72,62,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","vietnam",86,27,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","1.5generation",68,51,"race and national origin"
"R_ANck6CfQeOmKFQl","yemane","2generation",64,50,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","albania",59,54,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","bulgaria",81,67,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","cuba",17,40,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","egypt",16,35,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","elsalvador",37,52,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","ethiopia",23,39,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","france",85,73,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","germany",81,67,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","greece",84,71,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","india",58,44,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","indonesia",42,36,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","iran",45,41,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","iraq",17,34,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","italy",84,81,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","japan",60,46,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","lebanon",30,48,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","mexico",25,41,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","morocco",21,47,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","netherlands",75,68,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","nigeria",18,41,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","norway",75,66,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","pakistan",39,37,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","philippines",40,36,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","poland",78,64,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","puertorico ",35,50,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","romania",78,66,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","russia",79,71,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","southkorea",64,49,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","spain",18,39,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","turkey",80,62,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","uganda",25,42,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","vietnam",54,46,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","1.5generation",41,46,"race and national origin"
"R_2ZIAM0bcZWiW6xf","yemane","2generation",42,53,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","albania",51,51,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","bulgaria",60,45,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","china",62,31,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","cuba",45,58,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","egypt",64,57,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","elsalvador",52,45,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","ethiopia",48,59,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","france",54,39,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","germany",81,23,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","greece",57,52,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","india",60,53,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","indonesia",51,40,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","iran",66,60,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","iraq",61,44,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","italy",63,58,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","japan",70,53,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","lebanon",62,60,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","mexico",47,44,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","morocco",59,52,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","netherlands",57,21,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","nigeria",51,62,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","norway",66,43,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","pakistan",57,44,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","philippines",54,54,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","poland",77,68,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","puertorico ",52,54,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","romania",62,62,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","russia",66,30,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","southkorea",58,52,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","spain",66,53,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","turkey",63,49,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","uganda",51,50,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","vietnam",52,39,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","1.5generation",59,50,"race and national origin"
"R_1oc2vu8nqajfPTh","yemane","2generation",56,47,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","albania",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","bulgaria",100,100,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","china",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","cuba",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","egypt",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","elsalvador",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","ethiopia",100,100,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","france",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","germany",100,100,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","greece",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","india",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","indonesia",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","iran",100,100,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","iraq",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","italy",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","japan",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","lebanon",100,100,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","mexico",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","morocco",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","netherlands",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","nigeria",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","norway",100,100,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","pakistan",0,0,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","philippines",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","poland",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","puertorico ",100,100,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","romania",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","russia",100,100,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","southkorea",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","spain",100,100,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","turkey",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","uganda",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","vietnam",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","1.5generation",1,1,"race and national origin"
"R_bCwTIWFYbnPQlA5","yemane","2generation",100,100,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","albania",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","bulgaria",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","china",80,25,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","cuba",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","egypt",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","elsalvador",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","ethiopia",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","france",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","germany",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","greece",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","india",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","indonesia",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","iran",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","iraq",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","italy",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","japan",80,25,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","lebanon",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","mexico",75,45,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","morocco",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","netherlands",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","nigeria",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","norway",82,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","pakistan",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","philippines",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","poland",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","puertorico ",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","romania",80,50,"race and national origin"
"R_1jwwG1Bce0XADON","yemane","russia",80,50,"race and national origin"
